"","show","period","date","value"
"3914","Jersey Boys","week",2011-05-23,1033254
"3915","Jersey Boys","week",2011-05-30,974481
"3916","Jersey Boys","week",2011-06-06,1056720
"3917","Jersey Boys","week",2011-06-13,1034856
"3918","Jersey Boys","week",2011-06-20,1068423
"3919","Jersey Boys","week",2011-06-27,979761
"3920","Jersey Boys","week",2011-07-04,956355
"3921","Jersey Boys","week",2011-07-11,982118
"3922","Jersey Boys","week",2011-07-18,987461
"3923","Jersey Boys","week",2011-07-25,956795
"3924","Jersey Boys","week",2011-08-01,959486
"3925","Jersey Boys","week",2011-08-08,958824
"3926","Jersey Boys","week",2011-08-15,925196
"3927","Jersey Boys","week",2011-08-22,535578
"3928","Jersey Boys","week",2011-08-29,899240
"3929","Jersey Boys","week",2011-09-05,806153
"3930","Jersey Boys","week",2011-09-12,982489
"3931","Jersey Boys","week",2011-09-19,1030749
"3932","Jersey Boys","week",2011-09-26,1046561
"3933","Jersey Boys","week",2011-10-03,1083996
"3934","Jersey Boys","week",2011-10-10,1068613
"3935","Jersey Boys","week",2011-10-17,1063572
"3936","Jersey Boys","week",2011-10-24,956800
"3937","Jersey Boys","week",2011-10-31,941158
"3938","Jersey Boys","week",2011-11-07,1019387
"3939","Jersey Boys","week",2011-11-14,937930
"3940","Jersey Boys","week",2011-11-21,1099523
"3941","Jersey Boys","week",2011-11-28,1045834
"3942","Jersey Boys","week",2011-12-05,1133208
"3943","Jersey Boys","week",2011-12-12,1051507
"3944","Jersey Boys","week",2011-12-19,916585
"3945","Jersey Boys","week",2011-12-26,1375368
"3946","Jersey Boys","week",2012-01-02,1053655
"3947","Jersey Boys","week",2012-01-09,960761
"3948","Jersey Boys","week",2012-01-16,915982
"3949","Jersey Boys","week",2012-01-23,923335
"3950","Jersey Boys","week",2012-01-30,816388
"3951","Jersey Boys","week",2012-02-06,864895
"3952","Jersey Boys","week",2012-02-13,1037786
"3953","Jersey Boys","week",2012-02-20,1018596
"3954","Jersey Boys","week",2012-02-27,829842
"3955","Jersey Boys","week",2012-03-05,938081
"3956","Jersey Boys","week",2012-03-12,913217
"3957","Jersey Boys","week",2012-03-19,979435
"3958","Jersey Boys","week",2012-03-26,935727
"3959","Jersey Boys","week",2012-04-02,942780
"3960","Jersey Boys","week",2012-04-09,1064002
"3961","Jersey Boys","week",2012-04-16,936187
"3962","Jersey Boys","week",2012-04-23,907895
"3963","Jersey Boys","week",2012-04-30,910791
"3964","Jersey Boys","week",2012-05-07,937635
"3965","Jersey Boys","week",2012-05-14,1037040
"3966","Jersey Boys","week",2012-05-21,977394
"3967","Jersey Boys","week",2012-05-28,865602
"3968","Jersey Boys","week",2012-06-04,946692
"3969","Jersey Boys","week",2012-06-11,898832
"3970","Jersey Boys","week",2012-06-18,947229
"3971","Jersey Boys","week",2012-06-25,887165
"3972","Jersey Boys","week",2012-07-02,918130
"3973","Jersey Boys","week",2012-07-09,955638
"3974","Jersey Boys","week",2012-07-16,906865
"3975","Jersey Boys","week",2012-07-23,924710
"3976","Jersey Boys","week",2012-07-30,878625
"3977","Jersey Boys","week",2012-08-06,910085
"3978","Jersey Boys","week",2012-08-13,896346
"3979","Jersey Boys","week",2012-08-20,899124
"3980","Jersey Boys","week",2012-08-27,907978
"3981","Jersey Boys","week",2012-09-03,891077
"3982","Jersey Boys","week",2012-09-10,962514
"3983","Jersey Boys","week",2012-09-17,976415
"3984","Jersey Boys","week",2012-09-24,1052914
"3985","Jersey Boys","week",2012-10-01,1156115
"3986","Jersey Boys","week",2012-10-08,1051374
"3987","Jersey Boys","week",2012-10-15,1058814
"3988","Jersey Boys","week",2012-10-22,959737
"3989","Jersey Boys","week",2012-10-29,651908
"3990","Jersey Boys","week",2012-11-05,892540
"3991","Jersey Boys","week",2012-11-12,892074
"3992","Jersey Boys","week",2012-11-19,1009048
"3993","Jersey Boys","week",2012-11-26,1018387
"3994","Jersey Boys","week",2012-12-03,1080834
"3995","Jersey Boys","week",2012-12-10,1012884
"3996","Jersey Boys","week",2012-12-17,950424
"3997","Jersey Boys","week",2012-12-24,1367678
"3998","Jersey Boys","week",2012-12-31,1112848
"3999","Jersey Boys","week",2013-01-07,892531
"4000","Jersey Boys","week",2013-01-14,823113
"4001","Jersey Boys","week",2013-01-21,871297
"4002","Jersey Boys","week",2013-01-28,779682
"4003","Jersey Boys","week",2013-02-04,718117
"4004","Jersey Boys","week",2013-02-11,882204
"4005","Jersey Boys","week",2013-02-18,844357
"4006","Jersey Boys","week",2013-02-25,758714
"4007","Jersey Boys","week",2013-03-04,817456
"4008","Jersey Boys","week",2013-03-11,905013
"4009","Jersey Boys","week",2013-03-18,883045
"4010","Jersey Boys","week",2013-03-25,1025947
"4011","Jersey Boys","week",2013-04-01,1015051
"4012","Jersey Boys","week",2013-04-08,861854
"4013","Jersey Boys","week",2013-04-15,879720
"4014","Jersey Boys","week",2013-04-22,867043
"4015","Jersey Boys","week",2013-04-29,833113
"4016","Jersey Boys","week",2013-05-06,891835
"4017","Jersey Boys","week",2013-05-13,956177
"4018","Jersey Boys","week",2013-05-20,942078
"4019","Jersey Boys","week",2013-05-27,835718
"4020","Jersey Boys","week",2013-06-03,859329
"4021","Jersey Boys","week",2013-06-10,845630
"4022","Jersey Boys","week",2013-06-17,916167
"4023","Jersey Boys","week",2013-06-24,901107
"4024","Jersey Boys","week",2013-07-01,852703
"4025","Jersey Boys","week",2013-07-08,816847
"4026","Jersey Boys","week",2013-07-15,858871
"4027","Jersey Boys","week",2013-07-22,892625
"4028","Jersey Boys","week",2013-07-29,834861
"4029","Jersey Boys","week",2013-08-05,855282
"4030","Jersey Boys","week",2013-08-12,812903
"4031","Jersey Boys","week",2013-08-19,762714
"4032","Jersey Boys","week",2013-08-26,804982
"4033","Jersey Boys","week",2013-09-02,785299
"4034","Jersey Boys","week",2013-09-09,847978
"4035","Jersey Boys","week",2013-09-16,876545
"4036","Jersey Boys","week",2013-09-23,861977
"4037","Jersey Boys","week",2013-09-30,889467
"4038","Jersey Boys","week",2013-10-07,980494
"4039","Jersey Boys","week",2013-10-14,967800
"4040","Jersey Boys","week",2013-10-21,869462
"4041","Jersey Boys","week",2013-10-28,754241
"4042","Jersey Boys","week",2013-11-04,843189
"4043","Jersey Boys","week",2013-11-11,747961
"4044","Jersey Boys","week",2013-11-18,685562
"4045","Jersey Boys","week",2013-11-25,914762
"4046","Jersey Boys","week",2013-12-02,1030341
"4047","Jersey Boys","week",2013-12-09,953819
"4048","Jersey Boys","week",2013-12-16,871578
"4049","Jersey Boys","week",2013-12-23,1285451
"4050","Jersey Boys","week",2013-12-30,928795
"4051","Jersey Boys","week",2014-01-06,715549
"4052","Jersey Boys","week",2014-01-13,709931
"4053","Jersey Boys","week",2014-01-20,702496
"4054","Jersey Boys","week",2014-01-27,538710
"4055","Jersey Boys","week",2014-02-03,618954
"4056","Jersey Boys","week",2014-02-10,725805
"4057","Jersey Boys","week",2014-02-17,734020
"4058","Jersey Boys","week",2014-02-24,575260
"4059","Jersey Boys","week",2014-03-03,600488
"4060","Jersey Boys","week",2014-03-10,684421
"4061","Jersey Boys","week",2014-03-17,669085
"4062","Jersey Boys","week",2014-03-24,737384
"4063","Jersey Boys","week",2014-03-31,647306
"4064","Jersey Boys","week",2014-04-07,665420
"4065","Jersey Boys","week",2014-04-14,854430
"4066","Jersey Boys","week",2014-04-21,800204
"4067","Jersey Boys","week",2014-04-28,699790
"4068","Jersey Boys","week",2014-05-05,744831
"4069","Jersey Boys","week",2014-05-12,776136
"4070","Jersey Boys","week",2014-05-19,819397
"4071","Jersey Boys","week",2014-05-26,695419
"4072","Jersey Boys","week",2014-06-02,715475
"4073","Jersey Boys","week",2014-06-09,820918
"4074","Jersey Boys","week",2014-06-16,901234
"4075","Jersey Boys","week",2014-06-23,909479
"4076","Jersey Boys","week",2014-06-30,822944
"4077","Jersey Boys","week",2014-07-07,857349
"4078","Jersey Boys","week",2014-07-14,873784
"4079","Jersey Boys","week",2014-07-21,902008
"4080","Jersey Boys","week",2014-07-28,867352
"4081","Jersey Boys","week",2014-08-04,853728
"4082","Jersey Boys","week",2014-08-11,808545
"4083","Jersey Boys","week",2014-08-18,804364
"4084","Jersey Boys","week",2014-08-25,834445
"4085","Jersey Boys","week",2014-09-01,799476
"4086","Jersey Boys","week",2014-09-08,848378
"4087","Jersey Boys","week",2014-09-15,868591
"4088","Jersey Boys","week",2014-09-22,817139
"4089","Jersey Boys","week",2014-09-29,844166
"4090","Jersey Boys","week",2014-10-06,940451
"4091","Jersey Boys","week",2014-10-13,860751
"4092","Jersey Boys","week",2014-10-20,826860
"4093","Jersey Boys","week",2014-10-27,675647
"4094","Jersey Boys","week",2014-11-03,826987
"4095","Jersey Boys","week",2014-11-10,727348
"4096","Jersey Boys","week",2014-11-17,727159
"4097","Jersey Boys","week",2014-11-24,920735
"4098","Jersey Boys","week",2014-12-01,913846
"4099","Jersey Boys","week",2014-12-08,847588
"4100","Jersey Boys","week",2014-12-15,837362
"4101","Jersey Boys","week",2014-12-22,1239004
"4102","Jersey Boys","week",2014-12-29,1091460
"4103","Jersey Boys","week",2015-01-05,784031
"4104","Jersey Boys","week",2015-01-12,742891
"4105","Jersey Boys","week",2015-01-19,710588
"4106","Jersey Boys","week",2015-01-26,624100
"4107","Jersey Boys","week",2015-02-02,616604
"4108","Jersey Boys","week",2015-02-09,679472
"4109","Jersey Boys","week",2015-02-16,734939
"4110","Jersey Boys","week",2015-02-23,579183
"4111","Jersey Boys","week",2015-03-02,592549
"4112","Jersey Boys","week",2015-03-09,720612
"4113","Jersey Boys","week",2015-03-16,783181
"4114","Jersey Boys","week",2015-03-23,738877
"4115","Jersey Boys","week",2015-03-30,710080
"4116","Jersey Boys","week",2015-04-06,808116
"4117","Jersey Boys","week",2015-04-13,659295
"4118","Jersey Boys","week",2015-04-20,614631
"4119","Jersey Boys","week",2015-04-27,575211
"4120","Jersey Boys","week",2015-05-04,630632
"4121","Jersey Boys","week",2015-05-11,686201
"4122","Jersey Boys","week",2015-05-18,723418
"4123","Jersey Boys","week",2015-05-25,643630
"4124","Jersey Boys","week",2015-06-01,639044
"4125","Jersey Boys","week",2015-06-08,681426
"4126","Jersey Boys","week",2015-06-15,680486
"4127","Jersey Boys","week",2015-06-22,744540
"4128","Jersey Boys","week",2015-06-29,644185
"4129","Jersey Boys","week",2015-07-06,614775
"4130","Jersey Boys","week",2015-07-13,709588
"4131","Jersey Boys","week",2015-07-20,683286
"4132","Jersey Boys","week",2015-07-27,651437
"4133","Jersey Boys","week",2015-08-03,615641
"4134","Jersey Boys","week",2015-08-10,599028
"4135","Jersey Boys","week",2015-08-17,579920
"4136","Jersey Boys","week",2015-08-24,529457
"4137","Jersey Boys","week",2015-08-31,595598
"4138","Jersey Boys","week",2015-09-07,691833
"4139","Jersey Boys","week",2015-09-14,778367
"4140","Jersey Boys","week",2015-09-21,650035
"4141","Jersey Boys","week",2015-09-28,600079
"4142","Jersey Boys","week",2015-10-05,738191
"4143","Jersey Boys","week",2015-10-12,699847
"4144","Jersey Boys","week",2015-10-19,698868
"4145","Jersey Boys","week",2015-10-26,547207
"4146","Jersey Boys","week",2015-11-02,636186
"4147","Jersey Boys","week",2015-11-09,636002
"4148","Jersey Boys","week",2015-11-16,523602
"4149","Jersey Boys","week",2015-11-23,715382
"4150","Jersey Boys","week",2015-11-30,741956
"4151","Jersey Boys","week",2015-12-07,691898
"4152","Jersey Boys","week",2015-12-14,644517
"4153","Jersey Boys","week",2015-12-28,922954
"4154","Jersey Boys","week",2016-01-04,761765.5
"4155","Jersey Boys","week",2016-01-11,668824.97
"4156","Jersey Boys","week",2016-01-18,344020.79
"4157","Jersey Boys","week",2016-01-25,571964.2
"4158","Jersey Boys","week",2016-02-01,465911.5
"4159","Jersey Boys","week",2016-02-08,595521.5
"4160","Jersey Boys","week",2016-02-15,607591
"4161","Jersey Boys","week",2016-02-22,482601.5
"4162","Jersey Boys","week",2016-02-29,490591
"4163","Jersey Boys","week",2016-03-07,564024.57
"4164","Jersey Boys","week",2016-03-14,636123.47
"4165","Jersey Boys","week",2016-03-21,713574.4
"4166","Jersey Boys","week",2016-03-28,697678.5
"4167","Jersey Boys","week",2016-04-04,495097.88
"4168","Jersey Boys","week",2016-04-11,525127.27
"4169","Jersey Boys","week",2016-04-18,531075.67
"4170","Jersey Boys","week",2016-04-25,553984.15
"4171","Jersey Boys","week",2016-05-02,520424.78
"4172","Jersey Boys","week",2016-05-09,570231.5
"4173","Jersey Boys","week",2016-05-16,584273
"4174","Jersey Boys","week",2016-05-23,539847
"4175","Jersey Boys","week",2016-05-30,505460.89
"4176","Jersey Boys","week",2016-06-06,540996.07
"4177","Jersey Boys","week",2016-06-13,534078.8
"4178","Jersey Boys","week",2016-06-20,590405.54
"4179","Jersey Boys","week",2016-06-27,540597
"4180","Jersey Boys","week",2016-07-04,489254.5
"4181","Jersey Boys","week",2016-07-11,542904
"4182","Jersey Boys","week",2016-07-18,521576
"4183","Jersey Boys","week",2016-07-25,548113
"4184","Jersey Boys","week",2016-08-01,519934
"4185","Jersey Boys","week",2016-08-08,530413
"4186","Jersey Boys","week",2016-08-15,478475
"4187","Jersey Boys","week",2016-08-22,484471
"4188","Jersey Boys","week",2016-08-29,538955
"4189","Jersey Boys","week",2016-09-05,593985
"4190","Jersey Boys","week",2016-09-12,748053.7
"4191","Jersey Boys","week",2016-09-19,606097
"4192","Jersey Boys","week",2016-09-26,690408
"4193","Jersey Boys","week",2016-10-03,751871.49
"4194","Jersey Boys","week",2016-10-10,792403.5
"4195","Jersey Boys","week",2016-10-17,830563.2
"4196","Jersey Boys","week",2016-10-24,781211
"4197","Jersey Boys","week",2016-10-31,784833.5
"4198","Jersey Boys","week",2016-11-07,913377
"4199","Jersey Boys","week",2016-11-14,895028.5
"4200","Jersey Boys","week",2016-11-21,982854.5
"4201","Jersey Boys","week",2016-11-28,1085083
"4202","Jersey Boys","week",2016-12-05,1214317.5
"4203","Jersey Boys","week",2016-12-12,1236741.5
"4204","Jersey Boys","week",2016-12-19,1010713.5
"4205","Jersey Boys","week",2016-12-26,1778189
"4206","Jersey Boys","week",2017-01-02,1359616.75
"4207","Jersey Boys","week",2017-01-09,1325582
"4208","Jersey Boys","year",2005-01-01,7299716
"4209","Jersey Boys","year",2006-01-01,56104793
"4210","Jersey Boys","year",2007-01-01,59564334
"4211","Jersey Boys","year",2008-01-01,58871924
"4212","Jersey Boys","year",2009-01-01,57377989
"4213","Jersey Boys","year",2010-01-01,55578060
"4214","Jersey Boys","year",2011-01-01,51995523
"4215","Jersey Boys","year",2012-01-01,51004550
"4216","Jersey Boys","year",2013-01-01,45576860
"4217","Jersey Boys","year",2014-01-01,41136944
"4218","Jersey Boys","year",2015-01-01,34412082
"4219","Jersey Boys","year",2016-01-01,34126383.84
"4220","Jersey Boys","year",2017-01-01,4463387.75
"4221","Les Miserables","month",1987-03-01,1848359
"4222","Les Miserables","month",1987-04-01,2003167
"4223","Les Miserables","month",1987-05-01,2558484
"4224","Les Miserables","month",1987-06-01,2097069
"4225","Les Miserables","month",1987-07-01,1914603
"4226","Les Miserables","month",1987-08-01,2389716
"4227","Les Miserables","month",1987-09-01,1971821
"4228","Les Miserables","month",1987-10-01,1908575
"4229","Les Miserables","month",1987-11-01,2468589
"4230","Les Miserables","month",1987-12-01,1917492
"4231","Les Miserables","month",1988-01-01,2555200
"4232","Les Miserables","month",1988-02-01,1958688
"4233","Les Miserables","month",1988-03-01,1962673
"4234","Les Miserables","month",1988-04-01,1968265
"4235","Les Miserables","month",1988-05-01,2464018
"4236","Les Miserables","month",1988-06-01,2058517
"4237","Les Miserables","month",1988-07-01,2583759
"4238","Les Miserables","month",1988-08-01,2015276
"4239","Les Miserables","month",1988-09-01,2085194
"4240","Les Miserables","month",1988-10-01,2486091
"4241","Les Miserables","month",1988-11-01,2075508
"4242","Les Miserables","month",1988-12-01,1992059
"4243","Les Miserables","month",1989-01-01,2683719
"4244","Les Miserables","month",1989-02-01,2052839
"4245","Les Miserables","month",1989-03-01,1650512
"4246","Les Miserables","month",1989-04-01,2794680
"4247","Les Miserables","month",1989-05-01,2237080
"4248","Les Miserables","month",1989-06-01,2220825
"4249","Les Miserables","month",1989-07-01,2770773
"4250","Les Miserables","month",1989-08-01,2270852
"4251","Les Miserables","month",1989-09-01,2080310
"4252","Les Miserables","month",1989-10-01,2606690
"4253","Les Miserables","month",1989-11-01,2080279
"4254","Les Miserables","month",1989-12-01,2699663
"4255","Les Miserables","month",1990-01-01,2080125
"4256","Les Miserables","month",1990-02-01,1897687
"4257","Les Miserables","month",1990-03-01,2026644
"4258","Les Miserables","month",1990-04-01,2624577
"4259","Les Miserables","month",1990-05-01,2113730
"4260","Les Miserables","month",1990-06-01,2042483
"4261","Les Miserables","month",1990-07-01,2482216
"4262","Les Miserables","month",1990-08-01,2145605
"4263","Les Miserables","month",1990-09-01,2450666
"4264","Les Miserables","month",1990-10-01,1941001
"4265","Les Miserables","month",1990-11-01,1945685
"4266","Les Miserables","month",1990-12-01,2455000
"4267","Les Miserables","month",1991-01-01,1948529
"4268","Les Miserables","month",1991-02-01,1768950
"4269","Les Miserables","month",1991-03-01,2348674
"4270","Les Miserables","month",1991-04-01,2050101
"4271","Les Miserables","month",1991-05-01,1953979
"4272","Les Miserables","month",1991-06-01,2471610
"4273","Les Miserables","month",1991-07-01,1857620
"4274","Les Miserables","month",1991-08-01,2074902
"4275","Les Miserables","month",1991-09-01,2381100
"4276","Les Miserables","month",1991-10-01,1943207
"4277","Les Miserables","month",1991-11-01,1857026
"4278","Les Miserables","month",1991-12-01,2506458
"4279","Les Miserables","month",1992-01-01,2040916
"4280","Les Miserables","month",1992-02-01,1895078
"4281","Les Miserables","month",1992-03-01,2441388
"4282","Les Miserables","month",1992-04-01,2011244
"4283","Les Miserables","month",1992-05-01,2399110
"4284","Les Miserables","month",1992-06-01,1915620
"4285","Les Miserables","month",1992-07-01,1822551
"4286","Les Miserables","month",1992-08-01,2590317
"4287","Les Miserables","month",1992-09-01,1868861
"4288","Les Miserables","month",1992-10-01,1894999
"4289","Les Miserables","month",1992-11-01,2428017
"4290","Les Miserables","month",1992-12-01,1964106
"4291","Les Miserables","month",1993-01-01,2614584
"4292","Les Miserables","month",1993-02-01,1864612
"4293","Les Miserables","month",1993-03-01,1931625
"4294","Les Miserables","month",1993-04-01,2031458
"4295","Les Miserables","month",1993-05-01,2520079
"4296","Les Miserables","month",1993-06-01,2002754
"4297","Les Miserables","month",1993-07-01,1824166
"4298","Les Miserables","month",1993-08-01,2514479
"4299","Les Miserables","month",1993-09-01,1808530
"4300","Les Miserables","month",1993-10-01,2325971
"4301","Les Miserables","month",1993-11-01,1916360
"4302","Les Miserables","month",1993-12-01,1924413
"4303","Les Miserables","month",1994-01-01,2400288
"4304","Les Miserables","month",1994-02-01,1614751
"4305","Les Miserables","month",1994-03-01,1673976
"4306","Les Miserables","month",1994-04-01,1944249
"4307","Les Miserables","month",1994-05-01,2347036
"4308","Les Miserables","month",1994-06-01,1782511
"4309","Les Miserables","month",1994-07-01,2122550
"4310","Les Miserables","month",1994-08-01,1847052
"4311","Les Miserables","month",1994-09-01,1626128
"4312","Les Miserables","month",1994-10-01,2297892
"4313","Les Miserables","month",1994-11-01,1844186
"4314","Les Miserables","month",1994-12-01,1818601
"4315","Les Miserables","month",1995-01-01,2461602
"4316","Les Miserables","month",1995-02-01,1711037
"4317","Les Miserables","month",1995-03-01,1822140
"4318","Les Miserables","month",1995-04-01,2417073
"4319","Les Miserables","month",1995-05-01,1906697
"4320","Les Miserables","month",1995-06-01,1838928
"4321","Les Miserables","month",1995-07-01,2294534
"4322","Les Miserables","month",1995-08-01,1934229
"4323","Les Miserables","month",1995-09-01,1709968
"4324","Les Miserables","month",1995-10-01,2245794
"4325","Les Miserables","month",1995-11-01,1869909
"4326","Les Miserables","month",1995-12-01,2502556
"4327","Les Miserables","month",1996-01-01,1769498
"4328","Les Miserables","month",1996-02-01,1677654
"4329","Les Miserables","month",1996-03-01,2375709
"4330","Les Miserables","month",1996-04-01,2084693
"4331","Les Miserables","month",1996-05-01,2007824
"4332","Les Miserables","month",1996-06-01,2377481
"4333","Les Miserables","month",1996-07-01,1979218
"4334","Les Miserables","month",1996-08-01,2134684
"4335","Les Miserables","month",1996-09-01,2226072
"4336","Les Miserables","month",1996-10-01,1910572
"4337","Les Miserables","month",1996-11-01,1824620
"4338","Les Miserables","month",1996-12-01,2693864
"4339","Les Miserables","month",1997-01-01,1987985
"4340","Les Miserables","month",1997-02-01,1793052
"4341","Les Miserables","month",1997-03-01,2128219
"4342","Les Miserables","month",1997-04-01,2072208
"4343","Les Miserables","month",1997-05-01,2016251
"4344","Les Miserables","month",1997-06-01,2465641
"4345","Les Miserables","month",1997-07-01,1938194
"4346","Les Miserables","month",1997-08-01,2680528
"4347","Les Miserables","month",1997-09-01,1662518
"4348","Les Miserables","month",1997-10-01,1879752
"4349","Les Miserables","month",1997-11-01,2375771
"4350","Les Miserables","month",1997-12-01,2071929
"4351","Les Miserables","month",1998-01-01,2094556
"4352","Les Miserables","month",1998-02-01,1800356
"4353","Les Miserables","month",1998-03-01,2523824
"4354","Les Miserables","month",1998-04-01,2140848
"4355","Les Miserables","month",1998-05-01,2487082
"4356","Les Miserables","month",1998-06-01,2012525
"4357","Les Miserables","month",1998-07-01,1958677
"4358","Les Miserables","month",1998-08-01,2602428
"4359","Les Miserables","month",1998-09-01,1695742
"4360","Les Miserables","month",1998-10-01,1850959
"4361","Les Miserables","month",1998-11-01,2285317
"4362","Les Miserables","month",1998-12-01,2055985
"4363","Les Miserables","month",1999-01-01,2485160
"4364","Les Miserables","month",1999-02-01,1700540
"4365","Les Miserables","month",1999-03-01,1947550
"4366","Les Miserables","month",1999-04-01,2070981
"4367","Les Miserables","month",1999-05-01,2275079
"4368","Les Miserables","month",1999-06-01,1767804
"4369","Les Miserables","month",1999-07-01,1867185
"4370","Les Miserables","month",1999-08-01,2527962
"4371","Les Miserables","month",1999-09-01,1622112
"4372","Les Miserables","month",1999-10-01,2159590
"4373","Les Miserables","month",1999-11-01,1929306
"4374","Les Miserables","month",1999-12-01,1836733
"4375","Les Miserables","month",2000-01-01,2274619
"4376","Les Miserables","month",2000-02-01,1697351
"4377","Les Miserables","month",2000-03-01,1945365
"4378","Les Miserables","month",2000-04-01,2635168
"4379","Les Miserables","month",2000-05-01,1832880
"4380","Les Miserables","month",2000-06-01,1744587
"4381","Les Miserables","month",2000-07-01,2219401
"4382","Les Miserables","month",2000-08-01,1938654
"4383","Les Miserables","month",2000-09-01,1407876
"4384","Les Miserables","month",2000-10-01,1982236
"4385","Les Miserables","month",2000-11-01,1784178
"4386","Les Miserables","month",2000-12-01,2525626
"4387","Les Miserables","month",2001-01-01,1767760
"4388","Les Miserables","month",2001-02-01,1781623
"4389","Les Miserables","month",2001-03-01,1924586
"4390","Les Miserables","month",2001-04-01,2617322
"4391","Les Miserables","month",2001-05-01,1801705
"4392","Les Miserables","month",2001-06-01,1831166
"4393","Les Miserables","month",2001-07-01,2336138
"4394","Les Miserables","month",2001-08-01,2017692
"4395","Les Miserables","month",2001-09-01,1325344
"4396","Les Miserables","month",2001-10-01,1344171
"4397","Les Miserables","month",2001-11-01,1381049
"4398","Les Miserables","month",2001-12-01,2247095
"4399","Les Miserables","month",2002-01-01,1555152
"4400","Les Miserables","month",2002-02-01,1627904
"4401","Les Miserables","month",2002-03-01,2284419
"4402","Les Miserables","month",2002-04-01,1693055
"4403","Les Miserables","month",2002-05-01,1464095
"4404","Les Miserables","month",2002-06-01,1893013
"4405","Les Miserables","month",2002-07-01,1525503
"4406","Les Miserables","month",2002-08-01,1619720
"4407","Les Miserables","month",2002-09-01,1334077
"4408","Les Miserables","month",2002-10-01,1420853
"4409","Les Miserables","month",2002-11-01,1629998
"4410","Les Miserables","month",2002-12-01,3170077
"4411","Les Miserables","month",2003-01-01,2704345
"4412","Les Miserables","month",2003-02-01,2695652
"4413","Les Miserables","month",2003-03-01,2912140
"4414","Les Miserables","month",2003-04-01,2732792
"4415","Les Miserables","month",2003-05-01,2416431
"4416","Les Miserables","month",2006-10-01,695688
"4417","Les Miserables","month",2006-11-01,2797860
"4418","Les Miserables","month",2006-12-01,3582105
"4419","Les Miserables","month",2007-01-01,2565400
"4420","Les Miserables","month",2007-02-01,2311534
"4421","Les Miserables","month",2007-03-01,2457520
"4422","Les Miserables","month",2007-04-01,3305373
"4423","Les Miserables","month",2007-05-01,2226533
"4424","Les Miserables","month",2007-06-01,2025731
"4425","Les Miserables","month",2007-07-01,2790692
"4426","Les Miserables","month",2007-08-01,2212536
"4427","Les Miserables","month",2007-09-01,1869873
"4428","Les Miserables","month",2007-10-01,1943987
"4429","Les Miserables","month",2007-11-01,592189
"4430","Les Miserables","month",2007-12-01,2885555
"4431","Les Miserables","month",2008-01-01,878076
"4432","Les Miserables","month",2014-03-01,4443323
"4433","Les Miserables","month",2014-04-01,4956737
"4434","Les Miserables","month",2014-05-01,4370607
"4435","Les Miserables","month",2014-06-01,5121673
"4436","Les Miserables","month",2014-07-01,4125486
"4437","Les Miserables","month",2014-08-01,4819103
"4438","Les Miserables","month",2014-09-01,2973469
"4439","Les Miserables","month",2014-10-01,2937228
"4440","Les Miserables","month",2014-11-01,3506227
"4441","Les Miserables","month",2014-12-01,3636201
"4442","Les Miserables","month",2015-01-01,3518746
"4443","Les Miserables","month",2015-02-01,2457890
"4444","Les Miserables","month",2015-03-01,3621746
"4445","Les Miserables","month",2015-04-01,3336094
"4446","Les Miserables","month",2015-05-01,3247675
"4447","Les Miserables","month",2015-06-01,2610996
"4448","Les Miserables","month",2015-07-01,2993241
"4449","Les Miserables","month",2015-08-01,3861080
"4450","Les Miserables","month",2015-09-01,3090105
"4451","Les Miserables","month",2015-10-01,2915168
"4452","Les Miserables","month",2015-11-01,3253498
"4453","Les Miserables","month",2015-12-01,2183023
"4454","Les Miserables","month",2016-01-01,3754506.15
"4455","Les Miserables","month",2016-02-01,2982919.76
"4456","Les Miserables","month",2016-03-01,3123264.03
"4457","Les Miserables","month",2016-04-01,2878929.99
"4458","Les Miserables","month",2016-05-01,3422017.89
"4459","Les Miserables","month",2016-06-01,3154488.9
"4460","Les Miserables","month",2016-07-01,4609698.38
"4461","Les Miserables","month",2016-08-01,4163958.09
"4462","Les Miserables","month",2016-09-01,1326559
"4463","Les Miserables","week",1987-02-23,69690
"4464","Les Miserables","week",1987-03-02,430968
"4465","Les Miserables","week",1987-03-09,408443
"4466","Les Miserables","week",1987-03-16,442083
"4467","Les Miserables","week",1987-03-23,497175
"4468","Les Miserables","week",1987-03-30,502070
"4469","Les Miserables","week",1987-04-06,499403
"4470","Les Miserables","week",1987-04-13,503821
"4471","Les Miserables","week",1987-04-20,497873
"4472","Les Miserables","week",1987-04-27,502433
"4473","Les Miserables","week",1987-05-04,513016
"4474","Les Miserables","week",1987-05-11,514176
"4475","Les Miserables","week",1987-05-18,509749
"4476","Les Miserables","week",1987-05-25,519110
"4477","Les Miserables","week",1987-06-01,519895
"4478","Les Miserables","week",1987-06-08,525160
"4479","Les Miserables","week",1987-06-15,524019
"4480","Les Miserables","week",1987-06-22,527995
"4481","Les Miserables","week",1987-06-29,479140
"4482","Les Miserables","week",1987-07-06,480303
"4483","Les Miserables","week",1987-07-13,476383
"4484","Les Miserables","week",1987-07-20,478777
"4485","Les Miserables","week",1987-07-27,478859
"4486","Les Miserables","week",1987-08-03,480063
"4487","Les Miserables","week",1987-08-10,472451
"4488","Les Miserables","week",1987-08-17,478529
"4489","Les Miserables","week",1987-08-24,479814
"4490","Les Miserables","week",1987-08-31,482412
"4491","Les Miserables","week",1987-09-07,538680
